age,job,marital,education,default,balance,housing,loan,pdays,previous,poutcome,result
22,student,,unknown,no,47,no,,-1,0,unknown,fail
38,blue-collar,married,unknown,no,976,yes,no,-1,0,unknown,fail
38,services,single,tertiary,no,1418,no,no,-1,0,unknown,fail
50,management,divorced,tertiary,no,0,no,no,-1,0,unknown,fail
57,retired,married,secondary,no,107,no,no,-1,0,unknown,fail
53,blue-collar,single,primary,no,210,yes,no,368,1,failure,fail
63,entrepreneur,married,secondary,no,3904,no,no,187,2,success,success
48,entrepreneur,single,secondary,no,0,yes,no,-1,0,unknown,fail
43,entrepreneur,married,secondary,no,59,no,no,-1,0,unknown,fail
27,blue-collar,married,secondary,no,419,yes,no,-1,0,unknown,success
47,technician,married,tertiary,no,1115,yes,no,-1,0,unknown,fail
33,management,married,tertiary,no,148,no,no,-1,0,unknown,fail
24,admin.,single,tertiary,no,805,yes,,-1,0,unknown,fail
29,technician,single,tertiary,no,2489,yes,no,283,2,success,fail
53,technician,married,unknown,no,6859,yes,no,-1,0,unknown,fail
36,services,single,secondary,no,203,yes,no,-1,0,unknown,fail
31,management,married,tertiary,no,382,no,no,-1,0,unknown,fail
60,blue-collar,married,primary,no,5,no,no,92,1,success,success
48,blue-collar,married,secondary,no,750,yes,no,-1,0,unknown,fail
53,management,divorced,tertiary,no,93,no,no,-1,0,unknown,fail
35,management,married,tertiary,no,109,no,yes,-1,0,unknown,fail
35,blue-collar,divorced,primary,no,4401,yes,no,-1,0,unknown,fail
30,blue-collar,single,secondary,no,99,yes,no,-1,0,unknown,fail
31,blue-collar,married,primary,no,124,yes,no,264,4,failure,fail
48,housemaid,married,tertiary,no,5473,no,no,184,2,success,success
43,management,single,tertiary,no,47,yes,no,-1,0,unknown,fail
68,retired,married,secondary,no,0,no,no,-1,0,unknown,success
30,unemployed,married,primary,no,1379,no,yes,-1,0,unknown,fail
23,technician,single,unknown,no,231,yes,no,367,1,other,fail
31,services,single,secondary,no,365,no,no,-1,0,unknown,fail
31,blue-collar,married,primary,no,240,yes,yes,-1,0,unknown,fail
46,admin.,married,secondary,no,979,no,no,-1,0,unknown,fail
46,blue-collar,married,secondary,no,3547,no,no,-1,0,unknown,fail
40,technician,married,secondary,yes,-432,yes,yes,-1,0,unknown,fail
26,student,,tertiary,no,37,yes,no,-1,0,unknown,fail
33,services,single,secondary,no,149,no,yes,-1,0,unknown,fail
33,management,single,tertiary,no,76,yes,no,-1,0,unknown,fail
54,retired,divorced,secondary,no,1483,,yes,-1,0,unknown,fail
54,management,divorced,tertiary,no,5253,yes,yes,-1,0,unknown,fail
28,admin.,married,secondary,no,172,yes,no,248,2,other,fail
42,blue-collar,married,secondary,no,-256,yes,no,318,2,failure,fail
54,admin.,married,secondary,no,602,no,no,-1,0,unknown,success
51,technician,married,secondary,no,220,yes,no,,0,unknown,fail
27,admin.,married,secondary,yes,-517,yes,no,-1,0,unknown,fail
42,blue-collar,married,primary,no,875,yes,no,148,1,failure,fail
56,technician,married,secondary,no,778,no,no,208,1,failure,fail
37,management,married,tertiary,no,539,no,no,45,1,failure,fail
35,blue-collar,single,secondary,no,142,yes,no,19,3,failure,fail
29,self-employed,married,tertiary,no,242,yes,no,-1,0,unknown,fail
35,management,divorced,tertiary,no,538,yes,no,-1,0,unknown,fail
56,admin.,married,secondary,no,0,yes,no,-1,0,unknown,fail
32,services,married,secondary,no,387,yes,no,-1,0,unknown,fail
51,admin.,married,secondary,no,788,yes,no,-1,0,unknown,fail
32,technician,married,tertiary,no,0,yes,yes,261,2,failure,fail
55,retired,married,secondary,no,991,no,no,-1,0,unknown,fail
54,housemaid,married,primary,no,8,no,yes,-1,0,unknown,fail
43,blue-collar,married,primary,no,250,yes,no,342,16,failure,fail
52,blue-collar,married,primary,no,17,yes,no,-1,0,unknown,fail
51,blue-collar,married,primary,no,5206,yes,no,-1,0,unknown,fail
46,admin.,single,tertiary,no,377,yes,no,-1,0,unknown,fail
59,entrepreneur,married,tertiary,no,-23,no,yes,-1,0,unknown,fail
30,management,single,tertiary,no,812,no,no,-1,0,unknown,fail
58,self-employed,married,primary,no,728,no,no,-1,0,unknown,fail
37,technician,single,tertiary,no,555,yes,no,-1,0,unknown,fail
63,retired,married,secondary,no,588,no,no,-1,0,unknown,fail
56,services,married,unknown,no,0,no,no,-1,0,unknown,fail
28,blue-collar,married,primary,yes,-124,yes,no,-1,0,unknown,fail
27,technician,single,secondary,no,911,no,no,-1,0,unknown,fail
33,management,married,tertiary,no,332,yes,yes,-1,0,unknown,fail
75,unknown,married,tertiary,no,643,no,no,-1,0,unknown,fail
28,services,single,secondary,no,168,no,no,194,1,other,success
33,management,married,tertiary,no,191,no,no,-1,0,unknown,success
41,self-employed,married,secondary,no,323,yes,no,254,6,other,success
52,blue-collar,married,secondary,no,5828,yes,no,-1,0,unknown,fail
59,management,married,tertiary,yes,782,no,yes,-1,0,unknown,fail
31,management,single,tertiary,no,10215,no,no,-1,0,unknown,fail
29,blue-collar,married,primary,no,258,yes,no,-1,0,unknown,fail
54,management,married,secondary,no,-133,yes,no,343,2,failure,fail
37,technician,married,secondary,no,180,no,no,-1,0,unknown,fail
40,blue-collar,,primary,yes,-509,yes,no,-1,0,unknown,fail
35,self-employed,married,secondary,no,351,yes,no,-1,0,unknown,fail
42,management,married,tertiary,no,144,no,no,283,3,failure,fail
43,management,divorced,tertiary,no,2367,no,no,113,3,success,success
36,management,single,tertiary,no,124,yes,no,-1,0,unknown,fail
20,student,,unknown,no,167,no,no,-1,0,unknown,fail
44,management,married,tertiary,no,4968,yes,no,-1,0,unknown,fail
51,services,single,primary,no,2499,yes,no,-1,0,unknown,fail
37,unknown,married,secondary,no,5700,no,no,-1,0,unknown,fail
30,self-employed,single,tertiary,no,655,no,no,184,1,success,success
32,blue-collar,,secondary,no,1197,yes,yes,-1,0,unknown,fail
29,admin.,married,secondary,no,1634,yes,no,-1,0,unknown,fail
38,management,divorced,tertiary,no,0,yes,yes,-1,0,unknown,fail
30,management,single,secondary,no,46,no,no,-1,0,unknown,fail
25,technician,single,secondary,no,534,no,no,-1,0,unknown,fail
39,services,single,secondary,no,300,yes,yes,,0,unknown,fail
36,self-employed,married,secondary,no,14,yes,yes,-1,0,unknown,fail
35,blue-collar,married,secondary,no,635,yes,no,-1,0,unknown,fail
58,retired,married,primary,no,91,no,yes,-1,0,unknown,fail
44,housemaid,married,primary,no,2351,no,no,-1,0,,fail
58,management,married,tertiary,no,1101,no,no,-1,0,unknown,fail
29,admin.,married,secondary,no,535,no,no,-1,0,unknown,fail
43,management,married,tertiary,no,676,no,no,-1,0,unknown,fail
60,self-employed,married,tertiary,no,10861,no,no,91,2,failure,success
80,retired,married,primary,no,2954,no,no,-1,0,unknown,fail
35,technician,married,secondary,no,0,no,no,-1,0,unknown,fail
30,management,married,tertiary,no,101,yes,no,123,1,failure,fail
33,technician,married,secondary,no,221,yes,no,355,4,failure,success
51,technician,married,tertiary,no,87,no,no,-1,0,unknown,fail
38,self-employed,married,tertiary,no,526,no,no,-1,0,unknown,fail
56,blue-collar,married,primary,no,0,yes,no,-1,0,unknown,success
54,management,married,tertiary,no,292,no,no,-1,0,unknown,fail
48,blue-collar,married,secondary,no,426,yes,yes,177,2,failure,fail
39,retired,divorced,primary,no,284,no,no,-1,0,unknown,fail
47,management,single,tertiary,no,0,no,no,-1,0,unknown,fail
53,blue-collar,married,secondary,no,-711,yes,no,-1,0,unknown,fail
55,entrepreneur,divorced,tertiary,no,1119,no,no,-1,0,unknown,fail
42,self-employed,married,secondary,no,1216,yes,no,521,1,failure,success
26,services,married,secondary,no,0,yes,no,-1,0,unknown,fail
51,admin.,married,secondary,no,907,yes,no,-1,0,unknown,fail
33,housemaid,married,primary,no,4136,yes,no,-1,0,unknown,fail
40,management,married,tertiary,no,9221,no,no,-1,0,unknown,fail
44,entrepreneur,married,secondary,no,887,yes,no,-1,0,unknown,fail
36,admin.,married,secondary,no,231,yes,yes,-1,0,unknown,fail
47,blue-collar,married,primary,no,362,yes,no,-1,0,unknown,fail
42,services,married,primary,no,0,no,no,-1,0,unknown,fail
41,blue-collar,single,secondary,no,1621,yes,no,-1,0,unknown,fail
58,management,married,unknown,no,3658,no,no,-1,0,unknown,fail
55,management,divorced,tertiary,no,481,yes,no,298,3,failure,fail
70,retired,married,secondary,no,1024,no,no,-1,0,unknown,fail
44,blue-collar,married,primary,no,2135,no,no,-1,0,unknown,fail
39,blue-collar,married,secondary,no,1756,yes,no,-1,0,unknown,success
52,management,married,unknown,no,2240,yes,no,-1,0,unknown,success
35,technician,married,tertiary,no,0,yes,yes,62,6,other,fail
51,blue-collar,divorced,secondary,yes,56,yes,yes,-1,0,unknown,fail
38,admin.,married,secondary,no,1949,yes,no,-1,0,unknown,fail
37,technician,single,tertiary,no,3943,no,no,-1,0,unknown,fail
21,admin.,single,secondary,no,524,no,no,-1,0,unknown,success
39,admin.,married,secondary,,46,no,no,-1,0,unknown,fail
29,blue-collar,single,secondary,no,0,yes,no,-1,0,unknown,fail
27,admin.,single,secondary,no,1408,no,no,-1,0,unknown,fail
62,unknown,married,secondary,no,367,no,no,-1,0,unknown,fail
38,technician,single,tertiary,no,23,no,no,-1,0,unknown,fail
50,services,married,secondary,no,1134,no,no,-1,0,unknown,fail
42,blue-collar,married,primary,no,163,yes,no,-1,0,unknown,fail
48,technician,married,secondary,no,340,yes,no,-1,0,unknown,fail
36,management,single,tertiary,no,202,no,no,-1,0,unknown,fail
50,blue-collar,married,primary,no,157,no,no,-1,0,unknown,fail
36,technician,single,tertiary,no,391,yes,no,350,8,failure,fail
42,admin.,single,tertiary,no,634,no,no,-1,0,unknown,fail
39,blue-collar,married,primary,no,2303,yes,no,-1,0,unknown,success
48,blue-collar,married,secondary,no,742,yes,yes,-1,0,unknown,fail
46,management,divorced,tertiary,no,4629,no,no,41,1,failure,fail
32,self-employed,married,tertiary,no,102,no,no,-1,0,unknown,fail
40,blue-collar,married,secondary,no,-648,yes,no,-1,0,unknown,fail
63,retired,divorced,primary,no,109,no,no,-1,0,unknown,success
34,admin.,married,tertiary,no,0,yes,yes,180,7,failure,fail
33,services,single,secondary,no,406,yes,no,275,1,failure,fail
26,technician,married,secondary,no,876,yes,no,-1,0,unknown,fail
36,technician,married,tertiary,no,4932,yes,no,-1,0,unknown,fail
61,management,married,secondary,no,1471,no,no,-1,0,unknown,fail
39,management,married,primary,no,551,no,yes,-1,0,unknown,fail
54,services,married,unknown,no,7864,yes,no,-1,0,unknown,fail
41,blue-collar,married,primary,no,372,yes,no,-1,0,unknown,fail
55,unemployed,married,primary,no,1212,no,no,92,1,failure,fail
55,technician,married,secondary,no,276,yes,no,-1,0,unknown,fail
54,admin.,married,secondary,no,191,yes,yes,-1,0,unknown,fail
77,retired,married,primary,no,1385,no,no,-1,0,unknown,fail
44,self-employed,married,tertiary,no,3295,no,no,-1,0,,fail
56,services,married,primary,no,966,no,yes,-1,0,unknown,fail
32,management,single,tertiary,no,2846,yes,no,-1,0,unknown,fail
54,unemployed,divorced,secondary,no,3721,yes,no,-1,0,unknown,fail
33,services,divorced,secondary,no,1117,no,no,-1,0,unknown,success
36,management,married,tertiary,no,162,yes,no,-1,0,unknown,fail
83,retired,married,tertiary,no,6236,no,no,62,3,failure,fail
38,housemaid,married,secondary,no,1508,no,yes,-1,0,unknown,fail
34,management,single,tertiary,no,757,no,no,-1,0,unknown,fail
44,blue-collar,married,secondary,no,167,yes,no,373,1,failure,fail
59,housemaid,divorced,unknown,no,873,yes,no,-1,0,unknown,fail
48,technician,divorced,tertiary,no,574,yes,no,-1,0,unknown,fail
56,blue-collar,married,primary,no,826,yes,no,-1,0,unknown,fail
35,admin.,divorced,secondary,no,0,no,yes,-1,0,unknown,fail
42,services,single,secondary,no,877,no,no,-1,0,unknown,fail
39,admin.,married,secondary,no,150,no,no,-1,0,unknown,success
34,services,married,secondary,no,4963,yes,no,332,2,failure,fail
51,admin.,divorced,secondary,no,467,yes,no,-1,0,unknown,fail
35,admin.,single,secondary,no,3636,no,no,-1,0,unknown,fail
30,management,single,tertiary,no,697,no,no,181,8,success,success
35,technician,single,secondary,no,175,yes,no,246,1,failure,fail
36,housemaid,married,primary,no,191,yes,no,-1,0,unknown,fail
47,housemaid,married,tertiary,no,228,yes,no,118,1,failure,fail
39,self-employed,divorced,tertiary,no,0,no,no,-1,0,unknown,fail
54,retired,married,primary,no,235,no,yes,-1,0,unknown,fail
35,management,married,tertiary,no,3402,no,no,194,2,failure,fail
44,management,single,secondary,no,3684,yes,no,179,3,failure,fail
48,self-employed,divorced,secondary,yes,7,no,no,-1,0,unknown,fail
32,admin.,single,tertiary,no,3816,yes,no,-1,0,unknown,fail
56,blue-collar,married,secondary,no,2750,no,no,-1,0,unknown,fail
38,technician,married,secondary,no,821,yes,yes,-1,0,unknown,fail
48,management,married,secondary,no,11146,no,no,-1,0,unknown,fail
38,entrepreneur,married,secondary,no,157,no,yes,366,1,other,fail
33,technician,married,tertiary,no,48,no,no,-1,0,unknown,fail
47,blue-collar,married,primary,no,6150,yes,no,174,2,failure,fail
30,blue-collar,married,primary,no,597,yes,no,-1,0,unknown,fail
52,self-employed,married,secondary,no,6353,yes,yes,-1,0,unknown,fail
53,self-employed,married,secondary,no,1066,yes,no,186,3,failure,fail
49,management,married,tertiary,no,224,yes,no,-1,0,unknown,fail
59,blue-collar,married,primary,no,416,no,no,-1,0,unknown,fail
45,blue-collar,married,primary,no,1291,yes,no,-1,0,unknown,fail
35,technician,married,secondary,no,432,yes,no,-1,0,unknown,fail
36,technician,married,secondary,no,432,yes,yes,-1,0,unknown,fail
31,technician,single,tertiary,no,25,no,no,-1,0,unknown,fail
49,technician,divorced,tertiary,no,874,yes,no,-1,0,unknown,fail
25,student,,unknown,no,3,no,no,-1,0,unknown,success
36,self-employed,single,tertiary,no,3560,no,no,169,2,failure,fail
35,blue-collar,single,secondary,no,546,yes,no,-1,0,unknown,fail
31,admin.,single,secondary,no,396,yes,no,-1,0,unknown,fail
27,student,,tertiary,no,0,no,no,-1,0,unknown,success
56,technician,married,secondary,no,23,no,no,-1,0,unknown,success
33,management,married,tertiary,no,188,yes,no,-1,0,unknown,fail
57,self-employed,single,secondary,no,3277,no,no,-1,0,unknown,fail
49,admin.,married,secondary,no,0,no,no,-1,0,unknown,fail
29,unemployed,single,primary,no,550,no,no,-1,0,unknown,success
21,student,,unknown,no,137,yes,no,-1,0,unknown,fail
32,blue-collar,married,secondary,no,557,yes,yes,253,1,failure,fail
29,management,single,tertiary,no,107,yes,no,-1,0,unknown,fail
26,blue-collar,single,secondary,no,49,no,no,-1,0,unknown,fail
28,blue-collar,single,secondary,no,4229,yes,yes,-1,0,unknown,fail
31,management,married,tertiary,no,156,no,no,-1,0,unknown,success
35,blue-collar,single,secondary,no,219,yes,yes,-1,0,unknown,fail
23,services,single,secondary,no,-39,yes,yes,-1,0,unknown,fail
38,blue-collar,married,primary,no,0,yes,no,-1,0,unknown,fail
33,management,single,tertiary,no,952,yes,no,-1,0,unknown,success
46,technician,married,secondary,no,218,no,no,-1,0,unknown,fail
34,technician,married,secondary,no,1012,yes,yes,-1,0,unknown,success
50,admin.,married,primary,no,458,yes,no,363,1,failure,fail
44,blue-collar,single,secondary,no,25,yes,no,-1,0,unknown,fail
40,technician,single,secondary,no,3,yes,yes,305,9,failure,fail
45,admin.,divorced,secondary,no,2353,yes,no,74,3,success,fail
35,entrepreneur,married,tertiary,no,1194,no,yes,-1,0,unknown,fail
44,management,married,tertiary,no,126,yes,no,-1,0,unknown,fail
34,admin.,divorced,primary,no,9569,yes,no,-1,0,unknown,fail
41,technician,single,secondary,no,1147,yes,no,-1,0,unknown,fail
44,admin.,divorced,secondary,no,0,no,no,-1,0,unknown,fail
49,blue-collar,married,primary,no,0,yes,no,-1,0,unknown,fail
34,services,married,secondary,no,2211,no,no,-1,0,unknown,fail
35,blue-collar,married,secondary,no,1602,yes,yes,-1,0,unknown,fail
42,entrepreneur,married,tertiary,no,1068,yes,no,-1,0,unknown,fail
33,technician,single,tertiary,no,318,yes,no,-1,0,unknown,fail
35,technician,married,secondary,no,222,yes,no,177,7,failure,fail
30,admin.,single,secondary,no,983,yes,no,-1,0,unknown,success
36,management,married,tertiary,no,64,no,no,-1,0,unknown,fail
33,admin.,divorced,secondary,no,1128,yes,no,-1,0,unknown,fail
33,admin.,divorced,secondary,no,1,no,no,-1,0,unknown,fail
35,management,divorced,tertiary,no,3837,yes,no,-1,0,unknown,success
37,blue-collar,married,secondary,no,1407,yes,no,-1,0,unknown,fail
48,management,divorced,secondary,no,720,yes,no,-1,0,unknown,fail
41,technician,married,secondary,no,112,yes,no,-1,0,unknown,fail
42,admin.,married,secondary,no,323,yes,yes,-1,0,unknown,fail
33,blue-collar,married,secondary,no,2279,yes,no,-1,0,unknown,fail
32,services,single,secondary,no,-23,no,no,-1,0,unknown,fail
37,self-employed,divorced,secondary,no,231,no,no,-1,0,,fail
41,blue-collar,married,secondary,no,0,no,no,-1,0,unknown,fail
48,admin.,married,secondary,no,1800,yes,no,-1,0,unknown,fail
30,self-employed,single,tertiary,no,0,yes,no,301,1,failure,fail
39,management,married,tertiary,no,1362,yes,no,-1,0,unknown,fail
26,technician,married,unknown,no,-277,yes,no,-1,0,unknown,fail
24,blue-collar,single,unknown,no,431,yes,no,-1,0,unknown,fail
56,technician,married,tertiary,no,1062,no,no,-1,0,unknown,fail
56,management,married,tertiary,no,616,no,no,83,1,success,success
52,blue-collar,married,primary,no,2144,yes,no,-1,0,unknown,fail
46,admin.,married,secondary,no,547,no,yes,-1,0,unknown,fail
45,management,married,primary,no,321,yes,no,-1,0,unknown,fail
35,blue-collar,married,secondary,no,6411,yes,yes,266,2,failure,fail
48,blue-collar,married,primary,no,9004,no,no,-1,0,unknown,fail
31,admin.,married,secondary,no,113,yes,no,-1,0,unknown,fail
60,management,married,tertiary,no,261,yes,yes,192,1,failure,fail
42,services,divorced,secondary,no,241,yes,no,-1,0,unknown,fail
34,admin.,married,secondary,no,4902,yes,no,167,1,failure,fail
34,management,married,tertiary,no,0,no,no,-1,0,unknown,fail
40,housemaid,married,secondary,no,4136,yes,no,173,5,failure,fail
33,management,single,tertiary,no,2364,no,no,-1,0,unknown,success
35,management,divorced,tertiary,no,286,yes,no,-1,0,unknown,fail
28,services,single,secondary,no,-260,yes,no,-1,0,unknown,fail
36,technician,married,secondary,no,-456,yes,no,-1,0,unknown,fail
40,blue-collar,divorced,primary,no,0,yes,no,-1,0,unknown,fail
50,admin.,married,secondary,no,697,no,no,-1,0,unknown,fail
53,unknown,married,unknown,no,13,no,no,-1,0,unknown,fail
36,admin.,divorced,secondary,no,181,yes,no,-1,0,unknown,fail
32,management,married,tertiary,no,26,no,no,-1,0,unknown,fail
41,technician,married,secondary,no,11,yes,no,-1,0,unknown,fail
33,admin.,single,primary,no,-258,yes,no,-1,0,unknown,fail
59,blue-collar,,primary,no,2192,no,no,-1,0,unknown,fail
33,management,single,tertiary,no,5437,no,no,98,2,success,fail
41,housemaid,married,primary,no,216,no,no,-1,0,unknown,fail
44,blue-collar,divorced,secondary,no,370,yes,no,369,1,failure,fail
33,technician,single,secondary,no,4240,yes,no,-1,0,unknown,fail
38,blue-collar,single,secondary,no,519,yes,yes,-1,0,unknown,fail
37,management,married,secondary,no,121,no,yes,-1,0,unknown,fail
57,retired,married,secondary,no,274,no,yes,-1,0,unknown,fail
37,technician,divorced,secondary,no,695,yes,no,-1,0,unknown,fail
49,services,divorced,secondary,no,1162,no,no,-1,0,unknown,fail
75,retired,divorced,primary,no,852,no,no,185,1,failure,fail
36,services,married,secondary,no,335,yes,no,-1,0,unknown,fail
26,management,single,tertiary,no,55,no,yes,-1,0,unknown,fail
40,admin.,divorced,secondary,no,6,no,no,-1,0,unknown,fail
31,admin.,divorced,secondary,no,-579,yes,no,-1,0,unknown,fail
41,technician,divorced,secondary,no,611,yes,no,-1,0,unknown,fail
53,blue-collar,,primary,no,4793,yes,no,150,5,failure,fail
41,blue-collar,married,secondary,no,343,,no,-1,0,unknown,fail
45,entrepreneur,married,tertiary,no,1752,yes,yes,-1,0,unknown,fail
32,blue-collar,married,secondary,no,2089,yes,no,5,1,success,fail
36,blue-collar,married,secondary,no,80,yes,yes,165,4,failure,fail
44,blue-collar,married,primary,no,362,yes,no,-1,0,unknown,fail
27,blue-collar,single,secondary,no,1150,yes,no,-1,0,unknown,fail
26,services,single,secondary,no,46,yes,no,351,6,other,fail
44,management,married,tertiary,no,12392,yes,no,343,1,other,fail
38,admin.,married,primary,no,3,yes,yes,-1,0,unknown,fail
74,retired,married,tertiary,no,4912,no,no,181,3,failure,fail
28,housemaid,single,secondary,no,781,yes,no,-1,0,unknown,fail
35,self-employed,single,tertiary,no,670,no,yes,-1,0,unknown,fail
52,services,married,secondary,no,-336,no,yes,-1,0,unknown,fail
48,housemaid,married,primary,no,627,yes,no,-1,0,unknown,fail
43,management,married,tertiary,no,3186,no,no,-1,0,unknown,fail
40,student,married,secondary,no,260,no,no,-1,0,unknown,fail
32,technician,single,tertiary,no,0,no,no,-1,0,unknown,fail
28,blue-collar,single,unknown,no,913,yes,no,-1,0,unknown,fail
38,unemployed,single,secondary,no,2876,no,no,-1,0,unknown,fail
37,management,married,tertiary,no,6743,no,no,-1,0,unknown,fail
39,housemaid,married,unknown,no,0,no,no,-1,0,unknown,fail
51,blue-collar,married,primary,no,0,yes,no,-1,0,unknown,fail
32,blue-collar,married,secondary,no,363,yes,no,-1,0,unknown,fail
32,services,divorced,secondary,no,4612,yes,no,-1,0,unknown,fail
59,self-employed,married,tertiary,no,185,no,no,-1,0,unknown,fail
24,blue-collar,single,secondary,no,383,no,no,-1,0,unknown,fail
29,services,married,secondary,no,3,yes,no,-1,0,unknown,fail
50,management,married,secondary,no,0,yes,no,-1,0,unknown,fail
41,blue-collar,married,secondary,no,1539,yes,no,130,3,failure,fail
40,blue-collar,married,secondary,no,1954,no,no,-1,0,unknown,success
34,self-employed,married,tertiary,no,97,yes,no,-1,0,unknown,fail
36,unemployed,single,primary,no,1729,no,no,-1,0,unknown,fail
30,blue-collar,married,secondary,no,3,yes,yes,-1,0,unknown,fail
30,management,single,tertiary,no,3289,no,no,-1,0,unknown,fail
30,technician,single,secondary,no,-208,yes,yes,,0,unknown,fail
29,technician,single,secondary,yes,-368,yes,no,-1,0,unknown,fail
38,technician,married,secondary,no,994,no,no,-1,0,unknown,fail
35,management,single,secondary,no,329,no,no,-1,0,unknown,fail
57,technician,married,secondary,no,1070,no,no,-1,0,unknown,fail
31,services,single,secondary,no,-32,yes,no,-1,0,unknown,fail
31,technician,divorced,tertiary,yes,1200,no,no,-1,0,unknown,fail
48,entrepreneur,divorced,tertiary,no,3520,yes,no,-1,0,unknown,fail
36,management,divorced,tertiary,no,3837,yes,no,193,1,success,fail
49,blue-collar,single,primary,no,-165,yes,yes,-1,0,unknown,fail
29,management,single,tertiary,no,144,yes,no,-1,0,unknown,fail
30,services,married,secondary,no,44,yes,yes,-1,0,unknown,fail
49,self-employed,married,tertiary,no,147,no,yes,189,4,failure,fail
37,technician,married,secondary,no,432,yes,no,776,55,failure,success
26,services,single,secondary,no,127,yes,yes,-1,0,unknown,fail
33,management,married,tertiary,no,273,yes,no,-1,0,unknown,success
34,management,married,tertiary,no,0,yes,no,-1,0,unknown,fail
65,retired,married,primary,no,1992,no,no,-1,0,unknown,fail
47,blue-collar,married,primary,no,683,yes,no,-1,0,unknown,fail
37,unknown,single,secondary,no,57,yes,no,-1,0,unknown,fail
55,blue-collar,married,secondary,no,176,no,yes,-1,0,unknown,fail
37,blue-collar,married,primary,no,5643,yes,no,-1,0,unknown,fail
43,blue-collar,married,secondary,no,1437,yes,no,-1,0,unknown,fail
35,admin.,married,secondary,no,214,yes,yes,-1,0,unknown,fail
31,admin.,single,secondary,no,150,yes,yes,-1,0,unknown,fail
52,admin.,married,secondary,no,225,,no,-1,0,unknown,fail
29,blue-collar,single,secondary,no,-138,yes,yes,-1,0,unknown,fail
56,retired,married,secondary,no,5737,no,no,-1,0,unknown,fail
63,retired,married,secondary,no,1495,no,no,195,4,other,success
43,technician,married,secondary,no,69,yes,yes,337,1,failure,fail
54,retired,married,secondary,no,1154,,no,-1,0,unknown,fail
28,blue-collar,single,primary,no,-457,yes,no,-1,0,unknown,fail
42,management,single,tertiary,no,1206,no,no,-1,0,unknown,fail
25,services,married,secondary,no,-454,yes,no,-1,0,unknown,fail
46,technician,single,tertiary,no,2739,no,no,-1,0,unknown,fail
37,blue-collar,single,primary,no,0,no,no,-1,0,,fail
53,blue-collar,married,primary,no,-211,yes,yes,251,2,failure,fail
51,blue-collar,married,primary,no,872,no,no,-1,0,unknown,fail
35,technician,married,secondary,no,3297,yes,no,-1,0,unknown,fail
41,self-employed,married,secondary,no,0,no,no,-1,0,unknown,fail
39,technician,married,secondary,no,4444,yes,no,-1,0,unknown,fail
30,student,married,tertiary,no,324,no,no,-1,0,unknown,fail
45,management,married,primary,no,2690,no,no,-1,0,unknown,fail
31,management,divorced,tertiary,no,106,yes,no,202,1,failure,fail
38,technician,single,tertiary,no,6889,yes,no,286,3,failure,fail
50,blue-collar,married,secondary,no,-160,yes,no,-1,0,unknown,fail
33,services,single,secondary,no,200,yes,no,-1,0,unknown,fail
35,blue-collar,married,secondary,no,3015,yes,no,-1,0,unknown,fail
48,self-employed,married,secondary,no,1559,no,no,-1,0,unknown,fail
49,management,married,tertiary,no,-969,no,no,2,1,other,fail
42,blue-collar,married,secondary,no,3068,,yes,-1,0,unknown,fail
33,blue-collar,single,unknown,no,129,yes,yes,161,1,failure,success
42,technician,married,tertiary,no,1493,yes,yes,,0,unknown,fail
41,blue-collar,divorced,secondary,no,47,yes,no,-1,0,unknown,fail
45,management,married,tertiary,no,1034,no,yes,-1,0,unknown,fail
48,services,married,secondary,no,0,no,no,-1,0,unknown,fail
33,management,married,tertiary,no,255,yes,no,-1,0,unknown,fail
44,blue-collar,divorced,secondary,no,221,no,no,-1,0,unknown,fail
34,services,single,tertiary,no,371,no,no,-1,0,unknown,fail
37,management,single,tertiary,no,1743,yes,no,113,2,failure,fail
26,blue-collar,single,secondary,no,834,no,no,-1,0,,fail
31,admin.,married,secondary,no,0,yes,no,-1,0,unknown,fail
43,management,married,tertiary,yes,0,no,no,-1,0,unknown,fail
37,blue-collar,married,primary,no,907,yes,no,-1,0,unknown,fail
,blue-collar,married,secondary,yes,-750,yes,yes,-1,0,unknown,fail
28,blue-collar,single,secondary,no,61,yes,no,-1,0,unknown,fail
30,technician,single,secondary,no,513,yes,no,-1,0,unknown,fail
29,management,single,tertiary,no,-11,yes,no,-1,0,unknown,fail
30,admin.,married,secondary,no,2174,yes,no,-1,0,unknown,fail
45,technician,single,secondary,no,21,yes,no,-1,0,unknown,fail
45,admin.,single,secondary,no,341,yes,yes,-1,0,unknown,fail
56,retired,married,secondary,no,334,no,no,-1,0,unknown,fail
43,blue-collar,married,primary,no,190,yes,no,-1,0,unknown,fail
,blue-collar,married,primary,no,530,no,no,-1,0,unknown,fail
31,technician,single,secondary,no,-423,yes,no,-1,0,unknown,fail
38,services,married,secondary,no,293,no,no,-1,0,unknown,fail
46,technician,divorced,secondary,no,119,yes,no,-1,0,unknown,fail
47,management,married,tertiary,no,0,no,yes,-1,0,unknown,success
55,retired,married,primary,no,3876,no,no,-1,0,unknown,fail
35,self-employed,single,tertiary,no,1129,yes,no,184,2,failure,fail
33,blue-collar,,secondary,no,308,yes,no,-1,0,unknown,fail
42,management,single,tertiary,no,145,no,no,-1,0,unknown,fail
31,admin.,single,tertiary,no,1583,yes,no,-1,0,unknown,fail
46,blue-collar,,primary,no,328,yes,no,-1,0,unknown,fail
